,track_id,track_title,artist_name,album_title,track_duration,track_genre,track_bit_rate,track_listens,track_comments,artist_location,album_date_released,album_type,album_tracks
54380,80799,Zero G,Massimo Ruberti,Autour de la Lune,610,Instrumental,320000,207,0,Italy,2010-11-01,Album,16
54381,80800,Copernico,Massimo Ruberti,Autour de la Lune,382,Instrumental,320000,168,0,Italy,2010-11-01,Album,16
54382,80801,The Moon,Massimo Ruberti,Autour de la Lune,463,Instrumental,320000,273,0,Italy,2010-11-01,Album,16
54390,80809,In shadows,Massimo Ruberti,Autour de la Lune,677,Instrumental,320000,205,0,Italy,2010-11-01,Album,16
54391,80810,Stars ice cold,Massimo Ruberti,Autour de la Lune,392,Instrumental,320000,331,0,Italy,2010-11-01,Album,16
54392,80811,A light,Massimo Ruberti,Autour de la Lune,296,Instrumental,320000,258,0,Italy,2010-11-01,Album,16
54393,80812,The secret side,Massimo Ruberti,Autour de la Lune,339,Instrumental,320000,198,0,Italy,2010-11-01,Album,16
54394,80813,Sunlight,Massimo Ruberti,Autour de la Lune,209,Instrumental,320000,336,0,Italy,2010-11-01,Album,16
54395,80814,Tycho,Massimo Ruberti,Autour de la Lune,339,Instrumental,320000,483,0,Italy,2010-11-01,Album,16
54396,80815,Goodbye,Massimo Ruberti,Autour de la Lune,245,Instrumental,320000,336,0,Italy,2010-11-01,Album,16
54397,80816,The fall,Massimo Ruberti,Autour de la Lune,441,Instrumental,320000,241,0,Italy,2010-11-01,Album,16
54403,80833,kind gentle beautiful person,Origami Repetika,Little Bumble,189,Electronic,321242,50706,1,"Pitman, NJ",2013-03-24,Album,4
54404,80834,4c iced tea,Origami Repetika,Little Bumble,184,Electronic,319554,23861,0,"Pitman, NJ",2013-03-24,Album,4
54405,80835,tuffet,Origami Repetika,Little Bumble,178,Electronic,320590,36983,0,"Pitman, NJ",2013-03-24,Album,4
54406,80836,mighty lilbumble bee,Origami Repetika,Little Bumble,158,Electronic,320679,30202,0,"Pitman, NJ",2013-03-24,Album,4
54440,80880,Post-Watershed Slamdunk,Base Cleft,Ascension's Clap,75,Experimental,320000,446,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54441,80881,Lovers' Dipthonged Soliloquy   Slurryed Waltz,Base Cleft,Ascension's Clap,240,Experimental,320000,713,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54442,80882,The Voyeur's Dubbed-out Carrion,Base Cleft,Ascension's Clap,53,Experimental,320000,212,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54443,80883,Ascension's Clap,Base Cleft,Ascension's Clap,86,Experimental,320000,151,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54444,80884,Tersely Flunk,Base Cleft,Ascension's Clap,22,Experimental,320000,140,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54445,80885,Eliptical Jig's Fat Bottom,Base Cleft,Ascension's Clap,74,Experimental,320000,170,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54446,80886,M42 Linguaphonix,Base Cleft,Ascension's Clap,105,Experimental,320000,90,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54447,80887,Parloured Gnostics Come Clean,Base Cleft,Ascension's Clap,128,Experimental,320000,100,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54448,80888,Elevator Succubus,Base Cleft,Ascension's Clap,39,Experimental,320000,1358,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54449,80889,Tidal Rub,Base Cleft,Ascension's Clap,330,Experimental,320000,234,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54450,80890,Dad Works With Robots,Base Cleft,Ascension's Clap,18,Experimental,320000,482,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54451,80891,Fricative Grope For Sunrise,Base Cleft,Ascension's Clap,121,Experimental,320000,204,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54452,80892,Detroit,Base Cleft,Ascension's Clap,551,Experimental,320000,279,0,"Based in Newcastle upon Tyne, UK.",2013-03-25,Album,13
54614,81065,Amplified Bible,Fritz Welch,WHNZ​:​56​:​EZZIVULATION,315,Experimental,320000,459,0,UK/USA,2013-03-28,Album,6
54615,81066,1049 Willoughby Ave,Fritz Welch,WHNZ​:​56​:​EZZIVULATION,177,Experimental,320000,69,0,UK/USA,2013-03-28,Album,6
54616,81067,Throw Ups,Fritz Welch,WHNZ​:​56​:​EZZIVULATION,157,Experimental,320000,50,0,UK/USA,2013-03-28,Album,6
54617,81068,Without Aimed,Fritz Welch,WHNZ​:​56​:​EZZIVULATION,300,Experimental,320000,80,0,UK/USA,2013-03-28,Album,6
54618,81069,Politic of Egg (Live in Berlin),Fritz Welch,WHNZ​:​56​:​EZZIVULATION,684,Experimental,320000,163,0,UK/USA,2013-03-28,Album,6
54619,81070,Cookie's Lament,Fritz Welch,WHNZ​:​56​:​EZZIVULATION,300,Experimental,320000,252,0,UK/USA,2013-03-28,Album,6
54621,81072,You Make It Real,The Above,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",156,Rock,256000,537,0,"Brooklyn, NY
11222",2013-03-26,Album,10
54622,81073,Comin' Around,The Above,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",171,Rock,256000,484,0,"Brooklyn, NY
11222",2013-03-26,Album,10
54623,81074,Healthy Mind,The Above,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",151,Rock,256000,404,0,"Brooklyn, NY
11222",2013-03-26,Album,10
54624,81075,Georgia Peach,The Above,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",177,Rock,256000,258,3,"Brooklyn, NY
11222",2013-03-26,Album,10
54625,81076,Imprisoned/Chuck's Blues,The Above,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",367,Rock,256000,153,0,"Brooklyn, NY
11222",2013-03-26,Album,10
54626,81077,We Can Be Together,The Above,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",182,Rock,256000,198,0,"Brooklyn, NY
11222",2013-03-26,Album,10
54627,81078,Do What You Wanna Do,The Above,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",147,Rock,256000,158,0,"Brooklyn, NY
11222",2013-03-26,Album,10
54628,81079,The Prisoner,The Above,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",137,Rock,256000,201,0,"Brooklyn, NY
11222",2013-03-26,Album,10
54629,81080,Broken Soul,The Above,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",154,Rock,256000,229,0,"Brooklyn, NY
11222",2013-03-26,Album,10
54630,81081,My Love,The Above,"Live at WFMU on Three Chord Monte with Joe Belock - March 26, 2013",202,Rock,256000,581,0,"Brooklyn, NY
11222",2013-03-26,Album,10
54640,81153,Dirt Track,Lee Bains III And The Glory Fires,"Live on WFMU's Three Chord Monte with Joe Belock - February 05, 2013",310,Rock,256000,776,0,"Birmingham, Alabama",2013-03-28,Album,6
54641,81154,Company Man,Lee Bains III And The Glory Fires,"Live on WFMU's Three Chord Monte with Joe Belock - February 05, 2013",218,Rock,256000,251,0,"Birmingham, Alabama",2013-03-28,Album,6
54642,81155,Dereconstructed,Lee Bains III And The Glory Fires,"Live on WFMU's Three Chord Monte with Joe Belock - February 05, 2013",206,Rock,256000,232,0,"Birmingham, Alabama",2013-03-28,Album,6
54643,81156,Weeds Downtown,Lee Bains III And The Glory Fires,"Live on WFMU's Three Chord Monte with Joe Belock - February 05, 2013",244,Rock,256000,324,0,"Birmingham, Alabama",2013-03-28,Album,6
54644,81157,We Ain't Country,Lee Bains III And The Glory Fires,"Live on WFMU's Three Chord Monte with Joe Belock - February 05, 2013",181,Rock,256000,516,0,"Birmingham, Alabama",2013-03-28,Album,6
54645,81158,We Dare Defend Our Rights,Lee Bains III And The Glory Fires,"Live on WFMU's Three Chord Monte with Joe Belock - February 05, 2013",206,Rock,256000,337,0,"Birmingham, Alabama",2013-03-28,Album,6
54656,81180,WorNgs,zVeep,Live at Kobe,564,Experimental,320000,471,0,"Paris, France",2013-03-29,Live Performance,4
54657,81181,oUix,zVeep,Live at Kobe,311,Experimental,320000,73,0,"Paris, France",2013-03-29,Live Performance,4
54658,81182,gRaZl,zVeep,Live at Kobe,268,Experimental,320000,67,0,"Paris, France",2013-03-29,Live Performance,4
54659,81183,rRonfLx,zVeep,Live at Kobe,525,Experimental,320000,68,0,"Paris, France",2013-03-29,Live Performance,4
54677,81232,Spit,Silk Statue,Gift Economy,349,Experimental,256829,491,0,"Montréal, Québec",2012-12-13,Album,9
54678,81234,Immaculate Sons,Silk Statue,Gift Economy,237,Experimental,270880,117,0,"Montréal, Québec",2012-12-13,Album,9
54679,81235,Winter Picnic,Silk Statue,Gift Economy,158,Experimental,279822,318,0,"Montréal, Québec",2012-12-13,Album,9
54680,81236,Complex Pleasure,Silk Statue,Gift Economy,296,Experimental,251090,123,0,"Montréal, Québec",2012-12-13,Album,9
54737,81304,Rouille,Zreen Toyz,Rouille,3115,Experimental,320000,693,0,France,2013-04-01,Album,3
54817,81436,Broken Branch,Podington Bear,Duets,80,Instrumental,320000,2295,0,Portland OR,2013-04-03,Album,13
54838,81457,Forecasting,Podington Bear,Solo Instruments,108,Instrumental,320000,2556,0,Portland OR,2013-04-03,Album,21
54849,81468,Velcro,Podington Bear,Solo Instruments,53,Instrumental,320000,3626,0,Portland OR,2013-04-03,Album,21
54865,81485,Low Jack,Podington Bear,Backbeat,117,Instrumental,320000,4087,0,Portland OR,2013-04-07,Album,16
54871,81491,Arp and Piano Beat,Podington Bear,Background,69,Instrumental,320000,25566,0,Portland OR,2013-04-09,Album,35
54892,81512,Simpler,Podington Bear,Background,265,Instrumental,320000,7789,0,Portland OR,2013-04-09,Album,35
54903,81523,Twinkletoes,Podington Bear,Background,60,Instrumental,320000,11329,0,Portland OR,2013-04-09,Album,35
54944,81565,Baile,Podington Bear,Equatorial,147,Instrumental,320000,6744,0,Portland OR,2013-04-11,Album,13
54955,81576,Winjammer,Podington Bear,Equatorial,61,Instrumental,320000,8947,0,Portland OR,2013-04-11,Album,13
55010,81638,Brightening,Podington Bear,Panoramic / Ambient,262,Instrumental,320000,14733,0,Portland OR,2013-04-04,Album,25
55021,81650,Loaming Pulse,Podington Bear,Panoramic / Ambient,60,Instrumental,320000,7007,0,Portland OR,2013-04-04,Album,25
55031,81660,Swollen Cloud,Podington Bear,Panoramic / Ambient,215,Instrumental,320000,7035,0,Portland OR,2013-04-04,Album,25
55152,81781,Like Brigade,Podington Bear,Tender,128,Instrumental,320000,8472,0,Portland OR,2013-04-30,Album,25
55153,81782,Love Sprouts,Podington Bear,Tender,250,Instrumental,320000,14597,0,Portland OR,2013-04-30,Album,25
55163,81792,Wellness,Podington Bear,Tender,102,Instrumental,320000,23410,0,Portland OR,2013-04-30,Album,25
55173,81802,Lola,Podington Bear,Thoughtful,151,Instrumental,320000,14780,0,Portland OR,2013-04-22,Album,11
55174,81803,Not Much,Podington Bear,Thoughtful,81,Instrumental,320000,12183,0,Portland OR,2013-04-22,Album,11
55199,81828,Anime Overture,The Antti Jädertpolm Quartet,Anime EP,281,Electronic,320000,2425,0,"Helsinki, Finland",2011-05-31,Album,7
55200,81829,Surprise Trapdoor,The Antti Jädertpolm Quartet,Anime EP,174,Electronic,320000,2079,0,"Helsinki, Finland",2011-05-31,Album,7
55201,81830,Square Liberation,The Antti Jädertpolm Quartet,Anime EP,212,Electronic,320000,1820,0,"Helsinki, Finland",2011-05-31,Album,7
55202,81831,Octobusiness,The Antti Jädertpolm Quartet,Anime EP,155,Electronic,320000,3526,0,"Helsinki, Finland",2011-05-31,Album,7
55203,81832,Anime Theme,The Antti Jädertpolm Quartet,Anime EP,344,Electronic,320000,3727,0,"Helsinki, Finland",2011-05-31,Album,7
55204,81833,Undercurrent,The Antti Jädertpolm Quartet,Anime EP,261,Electronic,320000,2696,0,"Helsinki, Finland",2011-05-31,Album,7
55205,81834,Piper feat. Kschzt,The Antti Jädertpolm Quartet,Anime EP,205,Electronic,320000,3447,0,"Helsinki, Finland",2011-05-31,Album,7
55225,81854,Tempered,Floating Spirits,[50+1] An Electronic Swindle,369,Electronic,320000,426,0,"Utah, USA",2010-12-14,Album,36
55227,81856,Planispiral Snuffbox,Dissolved,[50+1] An Electronic Swindle,347,Electronic,320000,292,0,"Glasgow, Scotland / BC, Canada",2010-12-14,Album,36
55231,81860,Data Lines,Nonima,[50+1] An Electronic Swindle,356,Electronic,320000,324,0,"Scotland, United Kingdom",2010-12-14,Album,36
55235,81864,September Cetus,Hyqo,[50+1] An Electronic Swindle,328,Electronic,320000,311,0,"Tokyo, Japan",2010-12-14,Album,36
55240,81869,Planet 629,Etiket Zerø,[50+1] An Electronic Swindle,350,Electronic,320000,447,0,France,2010-12-14,Album,36
55242,81871,Neuro-Lapsus,Syndrôm,[50+1] An Electronic Swindle,317,Electronic,320000,353,0,"Nîmes, France",2010-12-14,Album,36
55245,81874,4DD,Altered:Carbon,[50+1] An Electronic Swindle,246,Electronic,320000,569,0,"Mitoma Industries, Scotland, UK",2010-12-14,Album,36
55246,81875,Zina,Bouwakanja,[50+1] An Electronic Swindle,267,Electronic,320000,493,0,France,2010-12-14,Album,36
55289,81938,In Our Hands,Jenny O.,"Live on WFMU with Irwin - April 3, 2013",202,Folk,256000,718,0,"Los Angeles, California",2013-04-03,Album,9
55290,81939,Learned My Lessons,Jenny O.,"Live on WFMU with Irwin - April 3, 2013",133,Folk,256000,506,0,"Los Angeles, California",2013-04-03,Album,9
55291,81940,Automechanic,Jenny O.,"Live on WFMU with Irwin - April 3, 2013",172,Folk,256000,329,0,"Los Angeles, California",2013-04-03,Album,9
55292,81941,Get Lost,Jenny O.,"Live on WFMU with Irwin - April 3, 2013",123,Folk,256000,494,0,"Los Angeles, California",2013-04-03,Album,9
55293,81942,Won't Let You Leave,Jenny O.,"Live on WFMU with Irwin - April 3, 2013",175,Folk,256000,436,0,"Los Angeles, California",2013-04-03,Album,9
55294,81943,Lazy Jane,Jenny O.,"Live on WFMU with Irwin - April 3, 2013",195,Folk,256000,432,0,"Los Angeles, California",2013-04-03,Album,9
55295,81944,Opposite Island,Jenny O.,"Live on WFMU with Irwin - April 3, 2013",194,Folk,256000,476,0,"Los Angeles, California",2013-04-03,Album,9
55296,81945,Sugar,Jenny O.,"Live on WFMU with Irwin - April 3, 2013",134,Folk,256000,734,0,"Los Angeles, California",2013-04-03,Album,9
55297,81946,Good Love,Jenny O.,"Live on WFMU with Irwin - April 3, 2013",262,Folk,256000,1124,0,"Los Angeles, California",2013-04-03,Album,9
55364,82020,Stuck to Stellar Gum,Undress Béton,Minute Mad[e],60,Experimental,320000,121,0,Germany,2013-04-05,Album,40
55370,82026,Scheduled Undo,Jaan Patterson,Minute Mad[e],60,Experimental,320000,92,0,"Offenbach, Germany",2013-04-05,Album,40
55371,82027,Refracted Grin,André Pissoir,Minute Mad[e],60,Experimental,320000,72,0,In your pants,2013-04-05,Album,40
55378,82034,La Boheme,Undress Béton,Minute Mad[e],60,Experimental,320000,227,0,Germany,2013-04-05,Album,40
55382,82038,Gradus Tertia,Undress Béton,Minute Mad[e],55,Experimental,320000,44,0,Germany,2013-04-05,Album,40
55383,82039,Fragment des Schlaf-Wach Zustandes,Alessandra Celletti & Jaan Patterson,Minute Mad[e],59,Experimental,320000,537,0,Italy/Germany,2013-04-05,Album,40
55400,82056,Define Soft,Dorian Concept,Circuits Imprimés vol. 01,252,Electronic,320000,952,0,"Vienna, Austria",2012-10-15,Album,12
55409,82065,Prelude In D Minor,Linden Killam,Five Dollar Medicine,230,Classical,320000,546,0,"Los Angeles, CA",2013-04-03,Album,7
55410,82066,Prelude In F Major,Linden Killam,Five Dollar Medicine,154,Classical,320000,266,0,"Los Angeles, CA",2013-04-03,Album,7
55411,82067,Life In The Sticks,Linden Killam,Five Dollar Medicine,217,Classical,320000,198,0,"Los Angeles, CA",2013-04-03,Album,7
55412,82068,Silent Movie,Linden Killam,Five Dollar Medicine,282,Classical,320000,2039,0,"Los Angeles, CA",2013-04-03,Album,7
55413,82069,Relics,Linden Killam,Five Dollar Medicine,302,Classical,320000,148,0,"Los Angeles, CA",2013-04-03,Album,7
55414,82070,Journey To Mars,Linden Killam,Five Dollar Medicine,423,Classical,320000,335,0,"Los Angeles, CA",2013-04-03,Album,7
55415,82071,An Ordinary Day In The Life Of A Superhero,Linden Killam,Five Dollar Medicine,341,Classical,320000,1552,0,"Los Angeles, CA",2013-04-03,Album,7
55416,82073,Dern,jonas the plugexpert,2002 Selection.,264,Electronic,320000,179,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55417,82074,Duim,jonas the plugexpert,2002 Selection.,339,Electronic,320000,158,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55418,82075,Ekkes,jonas the plugexpert,2002 Selection.,238,Electronic,320000,158,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55419,82076,Emotieloos,jonas the plugexpert,2002 Selection.,224,Electronic,320000,614,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55420,82077,Gitaar,jonas the plugexpert,2002 Selection.,156,Electronic,320000,227,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55421,82078,Groepsknuffel,jonas the plugexpert,2002 Selection.,250,Electronic,320000,203,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55422,82079,Kontje,jonas the plugexpert,2002 Selection.,310,Electronic,320000,178,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55423,82080,Oosterflank,jonas the plugexpert,2002 Selection.,176,Electronic,320000,176,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55424,82081,Pus,jonas the plugexpert,2002 Selection.,390,Electronic,320000,269,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55425,82082,Fruid,jonas the plugexpert,2002 Selection.,318,Electronic,320000,595,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55426,82083,Untitled II,jonas the plugexpert,2002 Selection.,379,Electronic,320000,270,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55427,82084,Zeker,jonas the plugexpert,2002 Selection.,265,Electronic,320000,265,0,"Nijmegen, Netherlands",2002-12-31,Album,12
55428,82085,02_Elements '01' 31.05.12,Anthony Donovan,Elements 001-012,560,Experimental,320000,290,0,UK,2013-04-06,Album,12
55429,82086,05_Elements '01' 31.05.12,Anthony Donovan,Elements 001-012,417,Experimental,320000,118,0,UK,2013-04-06,Album,12
55430,82087,04_Elements '01' 31.08.12,Anthony Donovan,Elements 001-012,506,Experimental,320000,84,0,UK,2013-04-06,Album,12
55431,82088,07_Elements '01' 31.08.12,Anthony Donovan,Elements 001-012,584,Experimental,320000,74,0,UK,2013-04-06,Album,12
55432,82089,07_Elements '02' 31.08.12,Anthony Donovan,Elements 001-012,600,Experimental,320000,84,0,UK,2013-04-06,Album,12
55433,82090,08_Elements '01' 31.08.12,Anthony Donovan,Elements 001-012,345,Experimental,320000,60,0,UK,2013-04-06,Album,12
55434,82091,02_Elements '02' 30.11.12,Anthony Donovan,Elements 001-012,478,Experimental,320000,56,0,UK,2013-04-06,Album,12
55435,82092,04_Elements '02' 30.11.12,Anthony Donovan,Elements 001-012,128,Experimental,320000,66,0,UK,2013-04-06,Album,12
55436,82093,06_Elements '01' 30.11.12,Anthony Donovan,Elements 001-012,279,Experimental,320000,52,0,UK,2013-04-06,Album,12
55437,82094,09_Elements '01' 30.11.12,Anthony Donovan,Elements 001-012,473,Experimental,320000,56,0,UK,2013-04-06,Album,12
55438,82095,02_Elements '03' 28.02.13,Anthony Donovan,Elements 001-012,48,Experimental,320000,102,0,UK,2013-04-06,Album,12
55439,82096,04_Elements '03' 28.02.13,Anthony Donovan,Elements 001-012,218,Experimental,320000,87,0,UK,2013-04-06,Album,12
55500,82157,Recruitment Gong (Instrumental),BOPD,Mann ist Mann,306,Instrumental,208109,7806,0,NJ,2012-12-09,Album,1
55501,82158,fonkie doop koel,Richard Jonas,94'-95' Protracker Selection.,124,Electronic,320000,710,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55502,82159,Kaamuuuuuuuullljaaa,Richard Jonas,94'-95' Protracker Selection.,120,Electronic,320000,352,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55503,82160,Strakke Gabber,Richard Jonas,94'-95' Protracker Selection.,283,Electronic,320000,320,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55504,82161,Jungle 1995,Richard Jonas,94'-95' Protracker Selection.,315,Electronic,320000,705,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55505,82162,Fokking Rauw,Richard Jonas,94'-95' Protracker Selection.,72,Electronic,320000,163,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55506,82163,Mod 165,Richard Jonas,94'-95' Protracker Selection.,35,Electronic,320000,145,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55507,82164,Illmatic,Richard Jonas,94'-95' Protracker Selection.,163,Electronic,320000,145,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55508,82165,Hardcore Jungle Gabber,Richard Jonas,94'-95' Protracker Selection.,254,Electronic,320000,982,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55509,82166,Mod 205,Richard Jonas,94'-95' Protracker Selection.,307,Electronic,320000,503,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55510,82167,space...dude,Richard Jonas,94'-95' Protracker Selection.,341,Electronic,320000,315,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55511,82168,Mod 200,Richard Jonas,94'-95' Protracker Selection.,307,Electronic,320000,98,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55512,82169,Jungle Is Massive,Richard Jonas,94'-95' Protracker Selection.,210,Electronic,320000,663,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55513,82170,Snel gemaakte jungle,Richard Jonas,94'-95' Protracker Selection.,255,Electronic,320000,495,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55514,82171,Transform gabber,Richard Jonas,94'-95' Protracker Selection.,202,Electronic,320000,160,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55515,82172,180 bpm rave,Richard Jonas,94'-95' Protracker Selection.,331,Electronic,320000,277,0,"Nijmegen, Netherlands",1995-12-31,Album,15
55516,82173,Yugk,jonas the plugexpert,Dertien,262,Electronic,320000,28,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55517,82174,CFD,jonas the plugexpert,Dertien,232,Electronic,320000,25,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55518,82175,pling plong,jonas the plugexpert,Dertien,192,Electronic,320000,109,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55519,82176,Yeahyeah,jonas the plugexpert,Dertien,295,Electronic,320000,37,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55520,82177,Koebel,jonas the plugexpert,Dertien,236,Electronic,320000,17,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55521,82178,Val,jonas the plugexpert,Dertien,226,Electronic,320000,8,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55522,82179,Fuge,jonas the plugexpert,Dertien,256,Electronic,320000,20,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55523,82180,Tjipdeuntje,jonas the plugexpert,Dertien,180,Electronic,320000,30,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55524,82181,Uhh,jonas the plugexpert,Dertien,83,Electronic,320000,14,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55525,82182,Donnie,jonas the plugexpert,Dertien,234,Electronic,320000,18,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55526,82183,gggha,jonas the plugexpert,Dertien,90,Electronic,320000,61,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55527,82184,Stap,jonas the plugexpert,Dertien,194,Electronic,320000,13,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55528,82185,Fgsdf,jonas the plugexpert,Dertien,167,Electronic,320000,13,0,"Nijmegen, Netherlands",2011-12-28,Album,13
55540,82197,Celebrate,TIGERBERRY,Celebrate,217,Rock,320000,898,0,"Moskow, Russia",2012-11-23,Album,1
55541,82198,GSE,jonas the plugexpert,Masker II,230,Hip-Hop,320000,102,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55542,82199,Voetstap,jonas the plugexpert,Masker II,319,Hip-Hop,320000,105,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55543,82200,Gestaagd,jonas the plugexpert,Masker II,294,Hip-Hop,320000,96,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55544,82201,Roger,jonas the plugexpert,Masker II,188,Hip-Hop,320000,375,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55545,82202,Blaasvlieg,jonas the plugexpert,Masker II,246,Hip-Hop,320000,107,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55546,82203,Erm,jonas the plugexpert,Masker II,150,Hip-Hop,320000,134,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55547,82204,Eind 2007,jonas the plugexpert,Masker II,197,Hip-Hop,320000,97,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55548,82205,paniek,jonas the plugexpert,Masker II,130,Hip-Hop,320000,114,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55549,82206,Snelle Henkie,jonas the plugexpert,Masker II,163,Hip-Hop,320000,120,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55550,82207,Yo!1.5,jonas the plugexpert,Masker II,217,Hip-Hop,320000,151,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55551,82208,555,jonas the plugexpert,Masker II,160,Hip-Hop,320000,202,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55552,82209,ruk,jonas the plugexpert,Masker II,132,Hip-Hop,320000,120,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55553,82210,Keelwond,jonas the plugexpert,Masker II,156,Hip-Hop,320000,113,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55554,82211,Kapsalon,jonas the plugexpert,Masker II,209,Hip-Hop,320000,122,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55555,82212,Christ.ocd,jonas the plugexpert,Masker II,160,Hip-Hop,320000,144,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55556,82213,Grote sprites,jonas the plugexpert,Masker II,265,Hip-Hop,320000,173,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55557,82214,Ijpko,jonas the plugexpert,Masker II,99,Hip-Hop,320000,143,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55558,82215,Modsquared,jonas the plugexpert,Masker II,274,Hip-Hop,320000,198,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55559,82216,Errum,jonas the plugexpert,Masker II,261,Hip-Hop,320000,303,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55560,82217,5tyfwf5h5hw8w53f5ftwy5tf395tfw9,jonas the plugexpert,Masker II,249,Hip-Hop,320000,230,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55561,82218,Robin de Robot,jonas the plugexpert,Masker II,210,Hip-Hop,320000,670,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55562,82220,Unlimmited lives on,jonas the plugexpert,Masker II,346,Hip-Hop,320000,441,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55563,82221,krukje,jonas the plugexpert,Masker II,124,Hip-Hop,320000,680,0,"Nijmegen, Netherlands",2011-06-13,Album,24
55565,82223,Queen,TIGERBERRY,Queen,198,Rock,320000,766,0,"Moskow, Russia",2013-02-05,Album,1
55566,82224,"Richard, Toggi and Philipp's descent to the beach",Richard Jonas,Masker III,259,Experimental,320000,627,0,"Nijmegen, Netherlands",2011-06-13,Album,18
55567,82225,Ginderlaag,Richard Jonas,Masker III,463,Experimental,320000,209,0,"Nijmegen, Netherlands",2011-06-13,Album,18
